year,geo,gender,age_group,education,employment_rate,unemployment_rate,participation_rate,education_ord
2019,Quebec,Men,15 years and over,Certificate/Diploma,72.6,4.9,76.4,5
2019,Quebec,Women,15 years and over,Certificate/Diploma,68.7,3.7,71.3,5
2019,Saskatchewan,Men,15 years and over,Certificate/Diploma,76.8,4.4,80.3,5
2019,Saskatchewan,Women,15 years and over,Certificate/Diploma,65.8,3.9,68.4,5
2019,Alberta,Men,15 years and over,University Degree,78.7,5.3,83.1,6
2019,Alberta,Women,15 years and over,University Degree,74.9,4.5,78.4,6
2019,British Columbia,Men,15 years and over,University Degree,75.6,3.5,78.3,6
2019,British Columbia,Women,15 years and over,University Degree,72.4,4.0,75.4,6
2019,Manitoba,Men,15 years and over,University Degree,78.2,3.3,80.9,6
2019,Manitoba,Women,15 years and over,University Degree,75.5,3.4,78.1,6
2019,New Brunswick,Men,15 years and over,University Degree,73.8,3.7,76.7,6
2019,New Brunswick,Women,15 years and over,University Degree,73.0,3.2,75.2,6
2019,Newfoundland and Labrador,Men,15 years and over,University Degree,72.2,4.8,76.2,6
2019,Newfoundland and Labrador,Women,15 years and over,University Degree,73.3,4.4,76.7,6
2019,Nova Scotia,Men,15 years and over,University Degree,68.9,5.4,72.9,6
2019,Nova Scotia,Women,15 years and over,University Degree,72.5,3.2,74.9,6
2019,Ontario,Men,15 years and over,University Degree,75.7,4.4,79.2,6
2019,Ontario,Women,15 years and over,University Degree,72.0,4.3,75.2,6
2019,Prince Edward Island,Men,15 years and over,University Degree,69.0,4.8,73.5,6
2019,Prince Edward Island,Women,15 years and over,University Degree,71.2,3.5,73.7,6
2019,Quebec,Men,15 years and over,University Degree,73.4,4.1,76.6,6
2019,Quebec,Women,15 years and over,University Degree,73.0,3.6,75.7,6
2019,Saskatchewan,Men,15 years and over,University Degree,78.4,2.9,80.9,6
2019,Saskatchewan,Women,15 years and over,University Degree,76.6,4.0,79.8,6
2019,Alberta,Men,15 years and over,High School,79.0,6.2,84.2,3
2019,Alberta,Women,15 years and over,High School,69.0,5.0,72.6,3
2019,British Columbia,Men,15 years and over,High School,73.8,3.6,76.5,3
2019,British Columbia,Women,15 years and over,High School,65.1,4.3,68.0,3
2019,Manitoba,Men,15 years and over,High School,77.6,4.5,81.2,3
2019,Manitoba,Women,15 years and over,High School,65.5,3.9,68.1,3
2019,New Brunswick,Men,15 years and over,High School,70.4,7.4,76.0,3
2019,New Brunswick,Women,15 years and over,High School,64.1,5.3,67.7,3
2019,Newfoundland and Labrador,Men,15 years and over,High School,64.8,13.7,75.0,3
2019,Newfoundland and Labrador,Women,15 years and over,High School,59.0,9.3,64.9,3
2019,Nova Scotia,Men,15 years and over,High School,67.9,8.1,73.9,3
2019,Nova Scotia,Women,15 years and over,High School,61.4,5.6,65.1,3
2019,Ontario,Men,15 years and over,High School,75.7,4.0,78.9,3
2019,Ontario,Women,15 years and over,High School,66.3,4.4,69.3,3
2019,Prince Edward Island,Men,15 years and over,High School,75.9,8.4,82.2,3
2019,Prince Edward Island,Women,15 years and over,High School,66.1,5.8,70.1,3
2019,Quebec,Men,15 years and over,High School,74.4,4.8,78.1,3
2019,Quebec,Women,15 years and over,High School,69.7,3.5,72.2,3
2019,Saskatchewan,Men,15 years and over,High School,80.3,4.0,83.7,3
2019,Saskatchewan,Women,15 years and over,High School,67.9,3.9,70.6,3
2019,Alberta,Men,15 years and over,No High School,56.4,11.3,63.6,2
2019,Alberta,Women,15 years and over,No High School,52.1,7.8,56.4,2
2019,New Brunswick,Men,15 years and over,No High School,36.2,17.5,43.8,2
2019,Newfoundland and Labrador,Men,15 years and over,No High School,36.7,24.1,49.5,2
2019,Nova Scotia,Men,15 years and over,No High School,38.2,10.8,42.9,2
2019,Ontario,Men,15 years and over,No High School,47.4,5.9,50.4,2
2019,Ontario,Women,15 years and over,No High School,39.9,6.7,42.8,2
2019,Prince Edward Island,Men,15 years and over,No High School,56.0,13.3,60.0,2
2019,Quebec,Men,15 years and over,No High School,58.6,6.7,62.8,2
2019,Quebec,Women,15 years and over,No High School,53.0,7.3,57.1,2
2019,Saskatchewan,Men,15 years and over,No High School,50.6,8.8,55.5,2
2020,Alberta,Men,15 years and over,Postgraduate,74.7,6.3,79.7,7
2020,Alberta,Women,15 years and over,Postgraduate,74.4,8.6,81.4,7
2020,British Columbia,Men,15 years and over,Postgraduate,70.3,5.6,74.5,7
2020,British Columbia,Women,15 years and over,Postgraduate,71.4,5.3,75.4,7
2020,Manitoba,Men,15 years and over,Postgraduate,79.4,3.1,82.2,7
2020,Manitoba,Women,15 years and over,Postgraduate,72.6,5.2,76.6,7
2020,Newfoundland and Labrador,Women,15 years and over,Postgraduate,74.2,4.0,78.0,7
2020,Nova Scotia,Men,15 years and over,Postgraduate,69.4,4.5,72.7,7
2020,Nova Scotia,Women,15 years and over,Postgraduate,67.8,5.1,71.7,7
2020,Ontario,Men,15 years and over,Postgraduate,73.5,5.6,77.8,7
2020,Ontario,Women,15 years and over,Postgraduate,69.9,8.1,76.0,7
2020,Prince Edward Island,Women,15 years and over,Postgraduate,70.4,7.5,74.1,7
2020,Quebec,Men,15 years and over,Postgraduate,72.0,4.7,75.5,7
2020,Quebec,Women,15 years and over,Postgraduate,76.2,5.7,80.8,7
2020,Saskatchewan,Men,15 years and over,Postgraduate,75.1,4.9,78.5,7
2020,Saskatchewan,Women,15 years and over,Postgraduate,71.8,6.5,77.2,7
2020,Alberta,Men,15 years and over,Post-Secondary,58.8,17.3,71.3,4
2020,Alberta,Women,15 years and over,Post-Secondary,49.6,18.5,60.9,4
2020,British Columbia,Men,15 years and over,Post-Secondary,60.3,12.2,68.6,4
2020,British Columbia,Women,15 years and over,Post-Secondary,51.8,12.8,59.4,4
2020,Manitoba,Men,15 years and over,Post-Secondary,60.5,13.4,69.9,4
2020,Manitoba,Women,15 years and over,Post-Secondary,56.3,11.6,63.6,4
2020,New Brunswick,Men,15 years and over,Post-Secondary,53.2,16.7,63.8,4
2020,New Brunswick,Women,15 years and over,Post-Secondary,49.6,11.9,57.3,4
2020,Newfoundland and Labrador,Men,15 years and over,Post-Secondary,54.2,17.0,65.3,4
2020,Newfoundland and Labrador,Women,15 years and over,Post-Secondary,56.9,16.3,68.1,4
2020,Nova Scotia,Men,15 years and over,Post-Secondary,56.7,15.0,67.2,4
2020,Nova Scotia,Women,15 years and over,Post-Secondary,59.6,10.6,66.7,4
2020,Ontario,Men,15 years and over,Post-Secondary,54.7,17.2,66.1,4
2020,Ontario,Women,15 years and over,Post-Secondary,47.7,18.2,58.4,4
2020,Prince Edward Island,Men,15 years and over,Post-Secondary,55.2,15.8,65.5,4
2020,Prince Edward Island,Women,15 years and over,Post-Secondary,45.2,17.6,54.8,4
2020,Quebec,Men,15 years and over,Post-Secondary,57.5,14.9,67.6,4
2020,Quebec,Women,15 years and over,Post-Secondary,58.0,13.4,67.0,4
2020,Saskatchewan,Men,15 years and over,Post-Secondary,61.6,10.7,69.0,4
2020,Saskatchewan,Women,15 years and over,Post-Secondary,57.9,11.7,65.6,4
2020,Alberta,Men,15 years and over,No Credential,40.9,18.8,50.4,1
2020,Alberta,Women,15 years and over,No Credential,26.1,23.1,33.9,1
2020,British Columbia,Men,15 years and over,No Credential,38.0,15.2,44.7,1
2020,British Columbia,Women,15 years and over,No Credential,25.3,15.9,30.1,1
2020,Manitoba,Men,15 years and over,No Credential,42.6,13.6,49.3,1
2020,Manitoba,Women,15 years and over,No Credential,23.9,15.7,28.3,1
2020,New Brunswick,Men,15 years and over,No Credential,31.8,19.4,39.5,1
2020,New Brunswick,Women,15 years and over,No Credential,22.9,17.1,27.6,1
2020,Newfoundland and Labrador,Men,15 years and over,No Credential,21.2,28.7,29.7,1
2020,Newfoundland and Labrador,Women,15 years and over,No Credential,18.1,20.4,22.7,1
2020,Nova Scotia,Men,15 years and over,No Credential,34.0,15.3,40.1,1
2020,Nova Scotia,Women,15 years and over,No Credential,22.5,16.5,26.8,1
2020,Ontario,Men,15 years and over,No Credential,32.8,16.2,39.1,1
2020,Ontario,Women,15 years and over,No Credential,21.8,18.7,26.8,1
2020,Prince Edward Island,Men,15 years and over,No Credential,36.8,19.3,45.6,1
2020,Prince Edward Island,Women,15 years and over,No Credential,28.0,21.6,37.0,1
2020,Quebec,Men,15 years and over,No Credential,40.9,12.9,46.9,1
2020,Quebec,Women,15 years and over,No Credential,22.8,17.3,27.6,1
2020,Saskatchewan,Men,15 years and over,No Credential,42.9,14.2,50.0,1
2020,Saskatchewan,Women,15 years and over,No Credential,26.0,18.0,31.7,1
2020,Alberta,Men,15 years and over,Certificate/Diploma,71.6,10.1,79.6,5
2020,Alberta,Women,15 years and over,Certificate/Diploma,60.4,9.6,66.8,5
2020,British Columbia,Men,15 years and over,Certificate/Diploma,67.7,7.2,72.9,5
2020,British Columbia,Women,15 years and over,Certificate/Diploma,57.2,8.6,62.5,5
2020,Manitoba,Men,15 years and over,Certificate/Diploma,71.5,6.7,76.6,5
2020,Manitoba,Women,15 years and over,Certificate/Diploma,60.2,7.3,64.8,5
2020,New Brunswick,Men,15 years and over,Certificate/Diploma,63.0,10.9,70.6,5
2020,New Brunswick,Women,15 years and over,Certificate/Diploma,58.2,7.8,63.2,5
2020,Newfoundland and Labrador,Men,15 years and over,Certificate/Diploma,56.0,18.2,68.4,5
2020,Newfoundland and Labrador,Women,15 years and over,Certificate/Diploma,54.7,10.4,61.2,5
2020,Nova Scotia,Men,15 years and over,Certificate/Diploma,60.3,10.7,67.6,5
2020,Nova Scotia,Women,15 years and over,Certificate/Diploma,54.3,10.0,60.4,5
2020,Ontario,Men,15 years and over,Certificate/Diploma,68.6,7.8,74.4,5
2020,Ontario,Women,15 years and over,Certificate/Diploma,60.9,8.0,66.2,5
2020,Prince Edward Island,Men,15 years and over,Certificate/Diploma,71.6,7.0,77.0,5
2020,Prince Edward Island,Women,15 years and over,Certificate/Diploma,58.2,9.3,64.5,5
2020,Quebec,Men,15 years and over,Certificate/Diploma,67.7,8.6,74.1,5
2020,Quebec,Women,15 years and over,Certificate/Diploma,62.6,8.1,68.1,5
2020,Saskatchewan,Men,15 years and over,Certificate/Diploma,72.5,6.9,77.9,5
2020,Saskatchewan,Women,15 years and over,Certificate/Diploma,61.3,5.9,65.2,5
2020,Alberta,Men,15 years and over,University Degree,74.4,8.1,81.0,6
2020,Alberta,Women,15 years and over,University Degree,70.5,7.4,76.1,6
2020,British Columbia,Men,15 years and over,University Degree,71.1,7.0,76.5,6
2020,British Columbia,Women,15 years and over,University Degree,69.5,6.4,74.3,6
2020,Manitoba,Men,15 years and over,University Degree,76.5,4.7,80.3,6
2020,Manitoba,Women,15 years and over,University Degree,72.4,5.2,76.4,6
2020,New Brunswick,Men,15 years and over,University Degree,72.6,5.3,76.6,6
2020,New Brunswick,Women,15 years and over,University Degree,72.4,3.2,74.8,6
2020,Newfoundland and Labrador,Men,15 years and over,University Degree,68.1,6.0,72.5,6
2020,Newfoundland and Labrador,Women,15 years and over,University Degree,71.3,4.2,74.7,6
2020,Nova Scotia,Men,15 years and over,University Degree,70.7,6.3,75.5,6
2020,Nova Scotia,Women,15 years and over,University Degree,67.8,5.8,71.9,6
2020,Ontario,Men,15 years and over,University Degree,73.7,6.7,78.9,6
2020,Ontario,Women,15 years and over,University Degree,67.6,8.2,73.6,6
2020,Prince Edward Island,Men,15 years and over,University Degree,71.3,5.2,75.2,6
2020,Prince Edward Island,Women,15 years and over,University Degree,70.3,5.5,74.4,6
2020,Quebec,Men,15 years and over,University Degree,72.0,5.7,76.4,6
2020,Quebec,Women,15 years and over,University Degree,71.9,5.9,76.4,6
2020,Saskatchewan,Men,15 years and over,University Degree,76.4,5.4,80.7,6
2020,Saskatchewan,Women,15 years and over,University Degree,73.3,5.1,77.3,6
2020,Alberta,Men,15 years and over,High School,73.6,9.7,81.5,3
2020,Alberta,Women,15 years and over,High School,61.7,9.4,68.1,3
2020,British Columbia,Men,15 years and over,High School,69.5,6.9,74.6,3
2020,British Columbia,Women,15 years and over,High School,58.4,8.6,63.9,3
2020,Manitoba,Men,15 years and over,High School,74.4,6.6,79.7,3
2020,Manitoba,Women,15 years and over,High School,63.1,7.2,68.0,3
2020,New Brunswick,Men,15 years and over,High School,66.1,10.7,74.1,3
2020,New Brunswick,Women,15 years and over,High School,60.3,7.5,65.2,3
2020,Newfoundland and Labrador,Men,15 years and over,High School,59.1,17.6,71.8,3
2020,Newfoundland and Labrador,Women,15 years and over,High School,55.5,10.6,62.1,3
2020,Nova Scotia,Men,15 years and over,High School,63.9,10.5,71.5,3
2020,Nova Scotia,Women,15 years and over,High School,56.6,10.0,62.8,3
2020,Ontario,Men,15 years and over,High School,69.9,7.8,75.8,3
2020,Ontario,Women,15 years and over,High School,61.9,8.0,67.2,3
2020,Prince Edward Island,Men,15 years and over,High School,73.8,6.8,79.8,3
2020,Prince Edward Island,Women,15 years and over,High School,59.8,9.4,66.5,3
2020,Quebec,Men,15 years and over,High School,69.2,8.5,75.6,3
2020,Quebec,Women,15 years and over,High School,63.5,8.0,69.0,3
2020,Saskatchewan,Men,15 years and over,High School,75.7,6.3,80.8,3
2020,Saskatchewan,Women,15 years and over,High School,62.9,5.7,66.7,3
2020,Alberta,Men,15 years and over,No High School,53.3,14.5,62.3,2
2020,Alberta,Women,15 years and over,No High School,41.5,13.5,47.9,2
2020,British Columbia,Men,15 years and over,No High School,50.6,11.3,56.9,2
2020,Manitoba,Men,15 years and over,No High School,49.4,7.4,54.0,2
2020,New Brunswick,Men,15 years and over,No High School,39.2,12.1,44.6,2
2020,Newfoundland and Labrador,Men,15 years and over,No High School,27.1,29.7,38.5,2
2020,Nova Scotia,Men,15 years and over,No High School,39.3,12.6,45.0,2
2020,Nova Scotia,Women,15 years and over,No High School,31.0,11.6,34.1,2
2020,Ontario,Men,15 years and over,No High School,44.8,8.8,49.2,2
2020,Ontario,Women,15 years and over,No High School,39.0,8.5,42.6,2
2020,Quebec,Men,15 years and over,No High School,55.1,10.0,61.2,2
2020,Quebec,Women,15 years and over,No High School,46.9,10.5,52.4,2
2020,Saskatchewan,Men,15 years and over,No High School,49.7,13.1,57.2,2
2021,Alberta,Men,15 years and over,Postgraduate,76.6,5.7,81.3,7
2021,Alberta,Women,15 years and over,Postgraduate,78.8,4.0,82.1,7
2021,British Columbia,Men,15 years and over,Postgraduate,74.9,4.3,78.3,7
2021,British Columbia,Women,15 years and over,Postgraduate,72.9,3.8,75.9,7
2021,Manitoba,Men,15 years and over,Postgraduate,76.8,3.6,79.9,7
2021,Manitoba,Women,15 years and over,Postgraduate,75.0,2.9,77.2,7
2021,Nova Scotia,Men,15 years and over,Postgraduate,66.3,5.2,70.0,7
2021,Nova Scotia,Women,15 years and over,Postgraduate,75.3,4.7,78.9,7
2021,Ontario,Men,15 years and over,Postgraduate,76.6,4.4,80.1,7
2021,Ontario,Women,15 years and over,Postgraduate,75.5,5.6,79.9,7
2021,Prince Edward Island,Men,15 years and over,Postgraduate,67.4,6.5,72.1,7
2021,Prince Edward Island,Women,15 years and over,Postgraduate,72.2,5.0,74.1,7
2021,Quebec,Men,15 years and over,Postgraduate,74.1,4.6,77.7,7
2021,Quebec,Women,15 years and over,Postgraduate,77.4,3.0,79.8,7
2021,Saskatchewan,Men,15 years and over,Postgraduate,76.1,4.6,79.8,7
2021,Saskatchewan,Women,15 years and over,Postgraduate,76.8,3.9,79.5,7
2021,Alberta,Men,15 years and over,Post-Secondary,63.6,14.1,74.0,4
2021,Alberta,Women,15 years and over,Post-Secondary,59.5,9.1,65.6,4
2021,British Columbia,Men,15 years and over,Post-Secondary,59.8,10.5,66.8,4
2021,British Columbia,Women,15 years and over,Post-Secondary,57.6,11.3,64.9,4
2021,Manitoba,Men,15 years and over,Post-Secondary,66.8,9.6,73.9,4
2021,Manitoba,Women,15 years and over,Post-Secondary,61.4,8.8,67.3,4
2021,New Brunswick,Men,15 years and over,Post-Secondary,62.9,8.8,69.0,4
2021,New Brunswick,Women,15 years and over,Post-Secondary,53.7,12.0,61.9,4
2021,Newfoundland and Labrador,Men,15 years and over,Post-Secondary,53.4,17.0,64.4,4
2021,Newfoundland and Labrador,Women,15 years and over,Post-Secondary,59.2,10.8,66.3,4
2021,Nova Scotia,Men,15 years and over,Post-Secondary,60.8,9.2,67.0,4
2021,Nova Scotia,Women,15 years and over,Post-Secondary,57.9,12.0,65.9,4
2021,Ontario,Men,15 years and over,Post-Secondary,59.8,12.4,68.3,4
2021,Ontario,Women,15 years and over,Post-Secondary,47.6,16.5,57.0,4
2021,Prince Edward Island,Men,15 years and over,Post-Secondary,53.1,15.0,62.5,4
2021,Prince Edward Island,Women,15 years and over,Post-Secondary,57.1,9.1,62.9,4
2021,Quebec,Men,15 years and over,Post-Secondary,62.1,9.9,68.9,4
2021,Quebec,Women,15 years and over,Post-Secondary,58.5,7.7,63.5,4
2021,Saskatchewan,Men,15 years and over,Post-Secondary,66.6,9.6,73.6,4
2021,Saskatchewan,Women,15 years and over,Post-Secondary,63.5,7.4,68.6,4
2021,Alberta,Men,15 years and over,No Credential,41.3,15.9,49.1,1
2021,Alberta,Women,15 years and over,No Credential,28.0,20.8,35.4,1
2021,British Columbia,Men,15 years and over,No Credential,41.8,11.8,47.4,1
2021,British Columbia,Women,15 years and over,No Credential,31.6,13.0,36.3,1
2021,Manitoba,Men,15 years and over,No Credential,42.7,10.8,47.8,1
2021,Manitoba,Women,15 years and over,No Credential,27.5,15.3,32.5,1
2021,New Brunswick,Men,15 years and over,No Credential,33.3,19.9,41.4,1
2021,New Brunswick,Women,15 years and over,No Credential,24.4,17.0,29.1,1
2021,Newfoundland and Labrador,Men,15 years and over,No Credential,26.1,24.2,34.4,1
2021,Newfoundland and Labrador,Women,15 years and over,No Credential,17.9,15.6,21.2,1
2021,Nova Scotia,Men,15 years and over,No Credential,34.7,16.0,41.2,1
2021,Nova Scotia,Women,15 years and over,No Credential,22.5,16.4,26.9,1
2021,Ontario,Men,15 years and over,No Credential,34.5,15.4,40.8,1
2021,Ontario,Women,15 years and over,No Credential,23.4,15.8,27.8,1
2021,Prince Edward Island,Men,15 years and over,No Credential,41.9,16.9,50.4,1
2021,Prince Edward Island,Women,15 years and over,No Credential,27.4,18.8,33.7,1
2021,Quebec,Men,15 years and over,No Credential,41.2,9.7,45.6,1
2021,Quebec,Women,15 years and over,No Credential,24.5,11.9,27.8,1
2021,Saskatchewan,Men,15 years and over,No Credential,42.6,14.8,49.9,1
2021,Saskatchewan,Women,15 years and over,No Credential,28.2,14.5,32.8,1
2021,Alberta,Men,15 years and over,Certificate/Diploma,73.2,7.5,79.2,5
2021,Alberta,Women,15 years and over,Certificate/Diploma,63.1,7.2,68.0,5
2021,British Columbia,Men,15 years and over,Certificate/Diploma,69.0,5.6,73.1,5
2021,British Columbia,Women,15 years and over,Certificate/Diploma,58.1,6.5,62.1,5
2021,Manitoba,Men,15 years and over,Certificate/Diploma,73.3,4.5,76.7,5
2021,Manitoba,Women,15 years and over,Certificate/Diploma,60.3,6.2,64.3,5
2021,New Brunswick,Men,15 years and over,Certificate/Diploma,63.8,8.9,70.1,5
2021,New Brunswick,Women,15 years and over,Certificate/Diploma,60.5,7.3,65.2,5
2021,Newfoundland and Labrador,Men,15 years and over,Certificate/Diploma,57.9,16.7,69.5,5
2021,Newfoundland and Labrador,Women,15 years and over,Certificate/Diploma,56.4,10.2,62.8,5
2021,Nova Scotia,Men,15 years and over,Certificate/Diploma,63.8,9.4,70.5,5
2021,Nova Scotia,Women,15 years and over,Certificate/Diploma,59.2,6.6,63.5,5
2021,Ontario,Men,15 years and over,Certificate/Diploma,69.8,7.0,75.0,5
2021,Ontario,Women,15 years and over,Certificate/Diploma,61.7,7.8,67.0,5
2021,Prince Edward Island,Men,15 years and over,Certificate/Diploma,71.4,8.3,77.9,5
2021,Prince Edward Island,Women,15 years and over,Certificate/Diploma,60.7,5.7,64.9,5
2021,Quebec,Men,15 years and over,Certificate/Diploma,69.4,6.0,73.8,5
2021,Quebec,Women,15 years and over,Certificate/Diploma,64.1,5.5,67.9,5
2021,Saskatchewan,Men,15 years and over,Certificate/Diploma,74.5,5.6,78.9,5
2021,Saskatchewan,Women,15 years and over,Certificate/Diploma,62.2,4.9,65.4,5
2021,Alberta,Men,15 years and over,University Degree,76.1,5.9,80.9,6
2021,Alberta,Women,15 years and over,University Degree,72.7,5.9,77.3,6
2021,British Columbia,Men,15 years and over,University Degree,75.4,4.7,79.1,6
2021,British Columbia,Women,15 years and over,University Degree,72.1,4.6,75.6,6
2021,Manitoba,Men,15 years and over,University Degree,76.9,4.3,80.5,6
2021,Manitoba,Women,15 years and over,University Degree,73.8,3.8,76.7,6
2021,New Brunswick,Men,15 years and over,University Degree,70.7,4.9,74.5,6
2021,New Brunswick,Women,15 years and over,University Degree,70.8,4.1,73.8,6
2021,Newfoundland and Labrador,Men,15 years and over,University Degree,67.0,5.9,71.1,6
2021,Newfoundland and Labrador,Women,15 years and over,University Degree,71.4,4.0,74.3,6
2021,Nova Scotia,Men,15 years and over,University Degree,71.7,5.3,75.8,6
2021,Nova Scotia,Women,15 years and over,University Degree,71.5,4.7,75.0,6
2021,Ontario,Men,15 years and over,University Degree,76.4,5.5,80.9,6
2021,Ontario,Women,15 years and over,University Degree,72.3,5.7,76.7,6
2021,Prince Edward Island,Men,15 years and over,University Degree,72.7,5.9,77.3,6
2021,Prince Edward Island,Women,15 years and over,University Degree,70.4,5.3,74.3,6
2021,Quebec,Men,15 years and over,University Degree,75.5,4.4,78.9,6
2021,Quebec,Women,15 years and over,University Degree,74.0,3.7,76.8,6
2021,Saskatchewan,Men,15 years and over,University Degree,75.5,4.2,78.9,6
2021,Saskatchewan,Women,15 years and over,University Degree,74.7,3.3,77.4,6
2021,Alberta,Men,15 years and over,High School,75.4,7.1,81.2,3
2021,Alberta,Women,15 years and over,High School,64.4,7.0,69.3,3
2021,British Columbia,Men,15 years and over,High School,71.6,5.6,75.8,3
2021,British Columbia,Women,15 years and over,High School,59.5,6.3,63.6,3
2021,Manitoba,Men,15 years and over,High School,76.1,4.2,79.5,3
2021,Manitoba,Women,15 years and over,High School,62.9,6.4,67.2,3
2021,New Brunswick,Men,15 years and over,High School,66.9,8.6,73.2,3
2021,New Brunswick,Women,15 years and over,High School,62.2,7.0,66.9,3
2021,Newfoundland and Labrador,Men,15 years and over,High School,59.6,16.2,71.1,3
2021,Newfoundland and Labrador,Women,15 years and over,High School,57.4,9.8,63.8,3
2021,Nova Scotia,Men,15 years and over,High School,68.1,9.0,74.9,3
2021,Nova Scotia,Women,15 years and over,High School,61.6,6.7,66.0,3
2021,Ontario,Men,15 years and over,High School,71.4,6.8,76.6,3
2021,Ontario,Women,15 years and over,High School,62.9,7.7,68.1,3
2021,Prince Edward Island,Men,15 years and over,High School,73.3,8.1,79.7,3
2021,Prince Edward Island,Women,15 years and over,High School,63.0,5.8,67.0,3
2021,Quebec,Men,15 years and over,High School,71.2,5.8,75.6,3
2021,Quebec,Women,15 years and over,High School,64.9,5.5,68.7,3
2021,Saskatchewan,Men,15 years and over,High School,77.0,5.3,81.3,3
2021,Saskatchewan,Women,15 years and over,High School,64.0,4.8,67.2,3
2021,Alberta,Men,15 years and over,No High School,53.5,12.1,60.9,2
2021,Alberta,Women,15 years and over,No High School,45.5,10.3,50.8,2
2021,British Columbia,Men,15 years and over,No High School,43.9,6.2,46.8,2
2021,British Columbia,Women,15 years and over,No High School,32.9,11.1,36.7,2
2021,Manitoba,Men,15 years and over,No High School,46.1,9.1,50.7,2
2021,New Brunswick,Men,15 years and over,No High School,35.2,13.6,40.7,2
2021,Newfoundland and Labrador,Men,15 years and over,No High School,39.0,25.6,52.4,2
2021,Nova Scotia,Men,15 years and over,No High School,31.9,16.1,37.3,2
2021,Ontario,Men,15 years and over,No High School,42.4,11.4,47.8,2
2021,Ontario,Women,15 years and over,No High School,34.9,11.8,39.6,2
2021,Quebec,Men,15 years and over,No High School,54.3,8.0,59.0,2
2021,Quebec,Women,15 years and over,No High School,50.6,6.1,53.9,2
2021,Saskatchewan,Men,15 years and over,No High School,49.6,10.0,55.1,2
2022,Alberta,Men,15 years and over,Postgraduate,76.6,4.8,80.4,7
2022,Alberta,Women,15 years and over,Postgraduate,77.8,2.8,80.0,7
2022,British Columbia,Men,15 years and over,Postgraduate,74.9,2.2,76.6,7
2022,British Columbia,Women,15 years and over,Postgraduate,74.1,3.8,77.1,7
2022,Manitoba,Men,15 years and over,Postgraduate,75.9,2.8,78.1,7
2022,Manitoba,Women,15 years and over,Postgraduate,74.7,2.9,76.9,7
2022,New Brunswick,Men,15 years and over,Postgraduate,68.2,3.9,71.0,7
2022,New Brunswick,Women,15 years and over,Postgraduate,73.9,3.7,76.3,7
2022,Nova Scotia,Men,15 years and over,Postgraduate,71.4,3.3,73.5,7
2022,Nova Scotia,Women,15 years and over,Postgraduate,71.1,4.7,74.3,7
2022,Ontario,Men,15 years and over,Postgraduate,77.0,3.5,79.8,7
2022,Ontario,Women,15 years and over,Postgraduate,75.6,4.6,79.2,7
2022,Prince Edward Island,Women,15 years and over,Postgraduate,77.6,4.3,79.3,7
2022,Quebec,Men,15 years and over,Postgraduate,75.9,2.8,78.1,7
2022,Quebec,Women,15 years and over,Postgraduate,77.7,2.7,79.9,7
2022,Saskatchewan,Men,15 years and over,Postgraduate,75.6,3.3,78.1,7
2022,Saskatchewan,Women,15 years and over,Postgraduate,78.1,2.7,80.3,7
2022,Alberta,Men,15 years and over,Post-Secondary,67.8,5.5,71.7,4
2022,Alberta,Women,15 years and over,Post-Secondary,64.5,7.3,69.6,4
2022,British Columbia,Men,15 years and over,Post-Secondary,64.7,6.7,69.3,4
2022,British Columbia,Women,15 years and over,Post-Secondary,61.3,5.3,64.7,4
2022,Manitoba,Men,15 years and over,Post-Secondary,71.2,5.7,75.5,4
2022,Manitoba,Women,15 years and over,Post-Secondary,64.9,5.0,68.3,4
2022,New Brunswick,Men,15 years and over,Post-Secondary,63.8,7.8,69.1,4
2022,New Brunswick,Women,15 years and over,Post-Secondary,58.2,8.6,63.7,4
2022,Newfoundland and Labrador,Men,15 years and over,Post-Secondary,55.3,14.3,64.5,4
2022,Nova Scotia,Men,15 years and over,Post-Secondary,59.1,8.7,64.8,4
2022,Nova Scotia,Women,15 years and over,Post-Secondary,58.4,5.4,61.8,4
2022,Ontario,Men,15 years and over,Post-Secondary,61.6,8.4,67.3,4
2022,Ontario,Women,15 years and over,Post-Secondary,57.0,7.4,61.5,4
2022,Prince Edward Island,Women,15 years and over,Post-Secondary,51.4,10.0,57.1,4
2022,Quebec,Men,15 years and over,Post-Secondary,67.4,5.1,71.1,4
2022,Quebec,Women,15 years and over,Post-Secondary,59.2,7.3,63.9,4
2022,Saskatchewan,Men,15 years and over,Post-Secondary,67.4,5.8,71.2,4
2022,Saskatchewan,Women,15 years and over,Post-Secondary,61.5,3.9,64.0,4
2022,Alberta,Men,15 years and over,No Credential,44.9,10.9,50.4,1
2022,Alberta,Women,15 years and over,No Credential,31.1,13.4,35.9,1
2022,British Columbia,Men,15 years and over,No Credential,41.2,9.0,45.3,1
2022,British Columbia,Women,15 years and over,No Credential,29.5,10.0,32.8,1
2022,Manitoba,Men,15 years and over,No Credential,41.5,8.5,45.3,1
2022,Manitoba,Women,15 years and over,No Credential,31.9,10.1,35.5,1
2022,New Brunswick,Men,15 years and over,No Credential,32.9,15.3,38.8,1
2022,New Brunswick,Women,15 years and over,No Credential,22.7,13.9,26.3,1
2022,Newfoundland and Labrador,Men,15 years and over,No Credential,25.0,25.7,33.3,1
2022,Newfoundland and Labrador,Women,15 years and over,No Credential,19.6,16.5,23.5,1
2022,Nova Scotia,Men,15 years and over,No Credential,36.5,13.4,42.2,1
